selection_order,session_id,candidate_order,prediction_key,deadline,judgment,judgment_binary_primary,evidence_strength,primary_evidence_url,secondary_evidence_url,evidence_date_or_period,evidence_summary,threshold_application,conflict_or_missing_application,coder,evaluated_at,notes
23,CCC-2018-085,06,23-CCC-2018-085-06,2019-12-31,indeterminate,,moderate,https://documents.trendmicro.com/assets/rpt/Trend-Micro-2019-Midyear-Roundup.pdf,https://www.microsoft.com/en-us/security/business/security-intelligence-report,2018-2019,"Some sources reported declines in conventional malware or malicious-site encounters while others reported growth in trojans, ransomware or endpoint detections; comparable populations and definitions differed.","A majority of three independent comparable sources showing at least a ten-percent decline could not be established.","Phishing-only and mobile/IoT series were excluded from the commodity-PC outcome.",Codex,2026-08-08,"Conflicting indicators prevent a binary trend judgment."
23,CCC-2018-085,07,23-CCC-2018-085-07,2019-12-31,indeterminate,,moderate,https://apwg.org/trendsreports/,https://documents.trendmicro.com/assets/rpt/Trend-Micro-2019-Midyear-Roundup.pdf,2018-2019,"Phishing and business-email-compromise remained prominent and technical account compromise enabled persuasive social engineering, but comparable 2018-2019 series disagree on whether incident counts or shares rose by at least ten percent.","The technical-enablement example exists, but the majority-of-three trend branch is unresolved.","Raw report volume and changes in sensor coverage were not treated as incident growth.",Codex,2026-08-08,"The qualitative direction is credible; the quantitative preregistered condition is not proven."
44,VB-2015-P02,01,44-VB-2015-P02-01,2020-10-01,indeterminate,,moderate,https://eur-lex.europa.eu/eli/dir/2015/2366/oj,https://usa.visa.com/support/consumer/visa-rules.html,2015-2020,"PSD2 and payment-network rules changed authentication, chargeback and unauthorized-payment responsibility, but two post-talk implemented changes that both materially reallocated fraud liability and explicitly cited fraud-risk allocation could not be cleanly separated from the already announced US EMV shift.","The two-change threshold remains ambiguous under the post-talk exclusion.","Authentication mandates without a legal allocation change and pre-announced October 2015 EMV rules were excluded.",Codex,2026-08-08,"Substantial change occurred, but attribution to two qualifying new liability reallocations is uncertain."
30,CCC-2018-076,02,30-CCC-2018-076-02,2020-11-03,fulfilled,1,strong,https://www.justice.gov/opa/pr/two-iranian-nationals-charged-cyber-enabled-campaign-threaten-and-influence-american-voters,https://www.dni.gov/files/ODNI/documents/assessments/ICA-declass-16MAR21.pdf,2020,"US authorities attributed an Iranian cyber-enabled voter-intimidation operation and separately assessed Russian state-linked influence activity targeting the 2020 election process before election day.","At least one qualifying foreign state-linked attempted operation occurred by 3 November 2020.","Ordinary public propaganda was excluded; the Iranian operation used compromised infrastructure and voter data in a targeted campaign.",Codex,2026-08-08,"Clear fulfilment despite no alteration of vote totals."
30,CCC-2018-076,03,30-CCC-2018-076-03,2020-11-03,fulfilled,1,strong,https://www.fec.gov/introduction-campaign-finance/election-results-and-voting-information/,https://www.govinfo.gov/content/pkg/CRPT-117hrpt663/pdf/CRPT-117hrpt663.pdf,2020,"The national popular margin coexisted with sub-one-percentage-point outcomes in decisive states including Georgia, Arizona and Wisconsin, while extraordinary litigation, refusal to concede and efforts to overturn certification demonstrate intense division.","At least one frozen close criterion and multiple divisive criteria were met.","Closeness was assessed using the preregistered state-level alternative, not only the national popular vote.",Codex,2026-08-08,"Both halves of the conjunctive prediction fulfilled."
131,CCC-2015-056,04,131-CCC-2015-056-04,2020-12-31,fulfilled,1,moderate,https://arxiv.org/abs/2006.14662,https://arxiv.org/abs/2011.02787,2016-2020,"AI and technology ethics became a recognizable employment and professional field, with recurring institutes, conferences and specialist roles across major technology firms, consultancies, universities and civil-society organizations during multiple years.","At least three years contained recurring professional programs and well over five employers advertising specialist work.","Generic compliance or responsible-innovation roles were counted only when explicitly devoted to algorithmic, AI or technology ethics.",Codex,2026-08-08,"Fulfilled, though historical job-board counts are less durable than program evidence."
136,CCC-2017-062,01,136-CCC-2017-062-01,2020-12-31,not_fulfilled,0,strong,https://www.brookings.edu/articles/chinas-orwellian-social-credit-score-isnt-real/,https://merics.org/en/report/chinas-social-credit-system-2021-fragmentation-towards-integration,2020,"By the end of 2020 China had interoperating regulatory blacklists, court-enforcement lists and local pilots, but no mandatory nationwide general-population rating or universal citizen score with cross-domain consequences.","The frozen mandatory nationwide general-population threshold was not met.","Specific legal blacklists and commercial credit scores were not equated with one general mandatory rating system.",Codex,2026-08-08,"The popularized Black Mirror version did not materialize."
136,CCC-2017-062,02,136-CCC-2017-062-02,2020-12-31,not_fulfilled,0,strong,https://merics.org/en/report/chinas-social-credit-system-2021-fragmentation-towards-integration,https://www.brookings.edu/articles/chinas-orwellian-social-credit-score-isnt-real/,2020,"National identity numbers appeared in many Chinese administrative records, but the prerequisite operative mandatory nationwide person-rating architecture did not exist by the deadline.","The principal-identifier condition cannot be fulfilled without the qualifying nationwide system and was not independently established.","Use of an ID number in a sectoral blacklist was not treated as the key of a universal system.",Codex,2026-08-08,"A dependent prediction that fails on its architectural premise."
136,CCC-2017-062,03,136-CCC-2017-062-03,2020-12-31,not_fulfilled,0,strong,https://merics.org/en/report/chinas-social-credit-system-2021-fragmentation-towards-integration,,2020,"China's actual architecture combined national and local mechanisms, but no qualifying mandatory nationwide citizen system was operational by 2020 from which a two-pilot synthesis could be demonstrated.","The prerequisite system and therefore the frozen synthesis threshold were absent.","Fragmentation among pilots was not itself counted as synthesis into the predicted mandatory national architecture.",Codex,2026-08-08,"The conditional architectural forecast did not mature by its deadline."
136,CCC-2017-062,04,136-CCC-2017-062-04,2020-12-31,not_fulfilled,0,moderate,https://merics.org/en/report/chinas-social-credit-system-2021-fragmentation-towards-integration,,2020,"Some local schools reportedly acted against children of parents on court debt-defaulter lists, but these were overextensions of specific judicial enforcement status, not consequences of a parent's generalized score in the qualifying mandatory national system.","No binding or operational case met all frozen generalized-score and nationwide-system conditions.","Debt-judgment enforcement and isolated local experiments were excluded as preregistered.",Codex,2026-08-08,"A widely repeated anecdote does not satisfy the prediction's stronger institutional claim."
49,CCC-2018-074,01,49-CCC-2018-074-01,2020-12-31,fulfilled,1,strong,https://merics.org/en/report/chinas-social-credit-system-2021-fragmentation-towards-integration,https://www.uscc.gov/research/chinas-corporate-social-credit-system-context-competition-technology-and-geopolitics,2020,"The implemented national architecture consisted principally of sectoral and judicial redlists/blacklists, local rules and inter-agency data platforms, with no universal operative numerical citizen score.","Both decentralized rules-and-data-sharing and absence of a universal citizen score were established by year end.","Commercial Sesame Credit and individual city pilots were not mistaken for the national architecture.",Codex,2026-08-08,"A notably accurate corrective to the sensationalized competing forecast."
30,CCC-2018-076,08,30-CCC-2018-076-08,2021-01-03,not_fulfilled,0,strong,https://www.congress.gov/bill/116th-congress/house-bill/2722/all-info,https://www.congress.gov/bill/116th-congress/senate-bill/1540,116th_Congress,"The SAFE Act and related federal election-security bills proposed paper-ballot, audit and cybersecurity standards but did not become law during the 116th Congress; appropriations and nonbinding guidance did not create the predicted national mechanism.","No qualifying bill was enacted by 3 January 2021.","The IoT Cybersecurity Improvement Act and general cybersecurity statutes were outside the election-specific purpose.",Codex,2026-08-08,"A straightforward legislative non-fulfilment."
126,CCC-2016-058,01,126-CCC-2016-058-01,2021-01-20,fulfilled,1,strong,https://www.congress.gov/bill/116th-congress/house-bill/2722/all-info,https://www.congress.gov/bill/115th-congress/senate-bill/2261,2017-2021,"No federal statute principally requiring auditable paper records, post-election audits or equivalent nationwide election-system safeguards was enacted during the Trump administration.","The preregistered negative condition held through 20 January 2021.","Election-security grants, agency assistance and unenacted bills were excluded by the frozen rule.",Codex,2026-08-08,"The paired positive forecast in the corpus correspondingly failed."
31,VB-2016-P01,06,31-VB-2016-P01-06,2021-10-07,fulfilled,1,strong,https://www.av-comparatives.org/tests/advanced-endpoint-protection-test/,https://av-comparatives.org/tests/endpoint-prevention-response-epr-test-2021/,2021,"Independent testing showed newer products including CrowdStrike and SentinelOne preventing behavior-based and fileless attack chains at levels materially above signature-only baselines and their early-generation positioning.","At least two products met the frozen independent-improvement branch.","Vendor claims alone were not used; the judgment relies on comparative attack-chain testing.",Codex,2026-08-08,"Fulfilled as next-generation products entered standardized tests."
31,VB-2016-P01,07,31-VB-2016-P01-07,2021-10-07,fulfilled,1,strong,https://www.av-comparatives.org/tests/business-security-test-2021-august-november/,https://www.av-test.org/en/antivirus/business-windows-client/,2021,"Multiple newer endpoint vendors, including CrowdStrike and SentinelOne, held recognized certifications or awards from independent anti-malware testing organizations by the deadline.","At least two distinct newer vendors met the certification rule.","Analyst rankings without an anti-malware test or certification were excluded.",Codex,2026-08-08,"Clear institutional normalization of newer vendors."
31,VB-2016-P01,08,31-VB-2016-P01-08,2021-10-07,fulfilled,1,strong,https://av-comparatives.org/tests/endpoint-prevention-response-epr-test-2021/,https://attack.mitre.org/evaluations/enterprise/,2021,"Mainstream EDR/EPP platforms explicitly detected credential theft, script and living-off-the-land abuse, exploit behavior, lateral movement and malicious persistence in addition to malware files.","At least three products covered two or more frozen non-malware classes.","Marketing labels were corroborated with MITRE or independent test behaviors.",Codex,2026-08-08,"The predicted scope expansion was firmly established."
31,VB-2016-P01,09,31-VB-2016-P01-09,2021-10-07,fulfilled,1,strong,https://www.av-comparatives.org/wp-content/uploads/2021/07/avc_biz_2021_07.pdf,https://attack.mitre.org/evaluations/enterprise/,2021,"CrowdStrike, SentinelOne, Cybereason and other newer vendors unified malware prevention with endpoint control, exploit or script protection, device/firewall management and EDR investigation in common agents and consoles.","At least three vendors met malware prevention plus two traditional EPP-function categories.","Separately purchased integrations without a unified product or console were excluded.",Codex,2026-08-08,"A high-confidence convergence result."
31,VB-2016-P01,10,31-VB-2016-P01-10,2021-10-07,fulfilled,1,moderate,https://learn.microsoft.com/en-us/defender-endpoint/device-control-overview,https://www.broadcom.com/products/cyber-security/information-protection/data-loss-prevention,2021,"Commercial endpoint-DLP and endpoint-detection platforms from multiple vendors recorded file/object identity and destination or channel evidence sufficient to determine whether and what protected data left an endpoint.","At least two products met the record-or-object attribution rule.","Generic alerts that only labeled traffic suspicious were excluded; endpoint DLP object and transfer records qualify.",Codex,2026-08-08,"Fulfilled through converged EDR/DLP platforms, with moderate product-version uncertainty."
31,VB-2016-P01,11,31-VB-2016-P01-11,2021-10-07,fulfilled,1,strong,https://learn.microsoft.com/en-us/microsoft-365/security/defender-endpoint/microsoft-defender-endpoint,https://support.apple.com/guide/security/intro-to-app-security-sec35dd877d0/web,2021,"Windows integrated antivirus, firewall, exploit protection and endpoint detection, while macOS integrated Gatekeeper/notarization, XProtect malware controls, firewall and system-integrity protections as default platform functions.","At least two operating-system families each materially provided two listed protective categories without a separate product.","Optional enterprise management subscriptions were not required for the underlying built-in protections.",Codex,2026-08-08,"The platform absorbed substantial standalone security functionality."
112,CCC-2012-034,01,112-CCC-2012-034-01,2022-12-31,fulfilled,1,strong,https://learn.microsoft.com/en-us/lifecycle/announcements/internet-explorer-11-end-of-support,https://gs.statcounter.com/browser-market-share/all/worldwide/2022,2022,"Internet Explorer 11 became unsupported for most Windows 10 uses in June 2022 yet retained more than 0.1 percent of measured global browsing during part of the year; other long-obsolete browser versions also persisted in measurable use.","At least one unsupported browser exceeded the frozen 0.1-percent threshold during 2022.","Edge IE mode was distinguished from use of the unsupported IE desktop application where the series allowed.",Codex,2026-08-08,"A durable and accurately timed legacy-technology prediction."
93,BHKEY-2015-01,01,93-BHKEY-2015-01-01,2025-08-05,not_fulfilled,0,moderate,https://content.naic.org/sites/default/files/inline-files/2025_Cybersecurity_Insurance%20Report.pdf,https://www.mckinsey.com/~/media/mckinsey/business%20functions/risk/our%20insights/mckinsey-on-risk-number-18/mckinsey-on-risk-and-resilience-issue-18.pdf,2024-2025,"Cyber-insurance premiums grew to a roughly fifteen-billion-dollar global market, but available organizational budget studies place insurance well below one quarter of cybersecurity expenditure and provide no two independent central estimates in the predicted 25-to-33.3-percent band.","The required range was not supported by two qualifying studies by 5 August 2025.","Market premium totals were used only as a consistency check, not divided by incomparable global security-market estimates as the primary test.",Codex,2026-08-08,"The forecast substantially overestimated insurance's budget share."
27,CCC-2012-032,01,27-CCC-2012-032-01,event_bound_first_official_negotiation_day,fulfilled,1,strong,https://ustr.gov/ttip,https://www.usitc.gov/publications/332/pub4481.pdf,2013-07,"Official launch and negotiating-mandate materials placed intellectual-property rights among the subjects of the comprehensive TTIP negotiations from their first round.","IP was formally in scope at launch.","Later EU textual proposals were not needed to establish the initial mandate.",Codex,2026-08-08,"Fulfilled at the event-bound deadline."
27,CCC-2012-032,02,27-CCC-2012-032-02,event_bound_first_official_negotiation_day,fulfilled,1,moderate,https://ustr.gov/about-us/policy-offices/press-office/blog/2013/june/2013-Joint-Strategic-Plan-Release,https://www.europarl.europa.eu/legislative-train/carriage/ttip-intellectual-property-geographical-indications/report?sid=601,2013-07,"Contemporaneous USTR launch preparation explicitly sought strong IPR protection and enforcement provisions, and the formal negotiating scope included the IP chapter in that policy context.","At least one official launch-period document placed IP enforcement in scope.","General anti-counterfeiting policy was counted only where the document connected it to the imminent TTIP negotiation.",Codex,2026-08-08,"Fulfilled, with less direct textual evidence than the general IP prediction."
27,CCC-2012-032,03,27-CCC-2012-032-03,event_bound_first_official_negotiation_day,not_fulfilled,0,strong,https://policy.trade.ec.europa.eu/eu-trade-relationships-country-and-region/countries-and-regions/united-states/eu-negotiating-texts-ttip_en,https://ustr.gov/ttip,2013-07,"At launch there was a mandate and subject list, not a jointly tabled operative TTIP IP-enforcement treaty text. Consequently no complete launch-day clause could reproduce TPP wording verbatim while also matching ACTA.","No clause met the frozen three-way verbatim and material-analogy test at launch.","Later negotiating proposals and leaked TPP text were excluded because the deadline was the first official negotiation day.",Codex,2026-08-08,"The prediction overreached from agenda inclusion to textual copying."
